feature_id,feature_name,feature_family,subfamily,bundle_name,stage_first_introduced,physical_quantity,biological_interpretation,dimensionality,unit,sign_meaning,structure_source,chain_scope,region_scope,exact_definition,aggregation_method,normalization,thresholds,cutoff_distance,neighborhood_radius,hydrophobicity_scale,residue_classes,weighting_method,pH,ionic_strength,other_fixed_conditions,software,software_version,library,implementation_function,source_file,source_lines_or_symbol,command_or_API,preprocessing_required,hydrogens_added,protonation_assigned,structure_relaxed,atom_completion,numbering_or_region_mapping,failure_handling,computed,saved_to_feature_table,used_in_model,target_TmApp_used,target_HIC_used,selected_in_best_model,representative_experiment_ids,artifact_path,manifest_path,code_evidence,notes,quantity_tier,also_computed_ABBodyBuilder2
ST3_ESM_iface_frac_negative,iface_frac_negative,VH_VL_INTERFACE,INTERFACE,STRUCT_INTERFACE,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,framework,see code: STRUCT_INTERFACE,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_INTERFACE__ElasticNet;TmApp__ESMFold__STRUCT_INTERFACE__ElasticNetOpt;TmApp__ESMFold__STRUCT_INTERFACE__Ridge;HIC__ESMFold__STRUCT_INTERFACE__ElasticNet;HIC__ESMFold__STRUCT_INTERFACE__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_mean_confidence,mean_confidence,GLOBAL_GEOMETRY,GLOBAL,STRUCT_GLOBAL,Stage3,ESMFold per-residue pLDDT,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,see code: STRUCT_GLOBAL,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_GLOBAL__ElasticNet;TmApp__ESMFold__STRUCT_GLOBAL__Ridge;HIC__ESMFold__STRUCT_GLOBAL__ElasticNet;HIC__ESMFold__STRUCT_GLOBAL__Ridge,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_mean_plddt,mean_plddt,GLOBAL_GEOMETRY,GLOBAL,STRUCT_GLOBAL,Stage3,ESMFold per-residue pLDDT,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole,see code: STRUCT_GLOBAL,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",ShrakeRupley,1.88 (via BioPython),BioPython,aggregate|surface_patches|interface_features|packing_from_cas,gate_b2/scripts/03_structure_features.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_GLOBAL__ElasticNet;TmApp__ESMFold__STRUCT_GLOBAL__Ridge;HIC__ESMFold__STRUCT_GLOBAL__ElasticNet;HIC__ESMFold__STRUCT_GLOBAL__Ridge,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,gate_b2/scripts/03_structure_features.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_Fv_n_ca,Fv_n_ca,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_Fv_n_contacts,Fv_n_contacts,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_Fv_contact_density,Fv_contact_density,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,CA contacts (<8Å) / n_res or n_ca,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_Fv_mean_nn_dist,Fv_mean_nn_dist,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_Fv_clash_proxy,Fv_clash_proxy,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_Fv_rg,Fv_rg,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,radius of gyration from CA coordinates,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_Fv_compactness,Fv_compactness,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,H+L,whole Fv,Rg / n^(1/3) [Stage3] or patch area/size^(2/3) [Stage4],region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_VH_n_ca,VH_n_ca,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,structure-derived scalar aggregate,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,Heavy,whole,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,gate_b2 precomputed,AGGREGATED,True
ST3_ESM_VH_n_contacts,VH_n_contacts,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,Heavy,whole,see code: STRUCT_PACKING,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
ST3_ESM_VH_contact_density,VH_contact_density,PACKING_CONTACT,PACKING,STRUCT_PACKING,Stage3,CA/heavy-atom distances,antibody surface/geometry descriptor for developability,scalar,Å² or dimensionless or count (mixed by column),context-dependent; higher SASA/RASA = more exposure,ESMFold,Heavy,whole,CA contacts (<8Å) / n_res or n_ca,region sum/mean/median/max/count per gate_b2 aggregate() or surface_patches(),RASA uses MaxASA Tien2013; ratios divide by total SASA,RASA exposed >= 0.2; patch adjacency 8.0Å,8.0,,,,RASA weight for chem columns; KD for hydrophobicity,,,"{""probe_radius_A"": 1.4, ""sasa_n_points"": 100}",custom Python (Stage3 packing),repo,numpy,aggregate|surface_patches|interface_features|packing_from_cas,virtual_participant/stage3_structure/scripts/run_stage3.py,see code_reference_index.csv,"ShrakeRupley(probe_radius=1.4,n_points=100)",PDB parse; chain H/L map; region tag (IMGT or author segments),no,no,no,CA for graph; full atoms for SASA,ESMFold: author segment lengths; ABB: IMGT resseq,missing PDB → skip; interface NaN → median impute in modeling,True,True,True,True,True,False,TmApp__ESMFold__STRUCT_PACKING__ElasticNet;TmApp__ESMFold__STRUCT_PACKING__ElasticNetOpt;TmApp__ESMFold__STRUCT_PACKING__Ridge;HIC__ESMFold__STRUCT_PACKING__ElasticNet;HIC__ESMFold__STRUCT_PACKING__ElasticNetOpt,virtual_participant/stage3_structure/cache/features_ESMFold.csv,virtual_participant/stage3_structure/stage3_feature_manifest.csv,virtual_participant/stage3_structure/scripts/run_stage3.py,from gate_b2 SASA cache + Stage3 packing,AGGREGATED,True
